pH,Redox,Leit,Trueb,Cl,Cl_2,EVENT
8.4,760,193,0.02,0.16,0.107,FALSE
8.4,760,193,0.021,0.16,0.106,FALSE
8.4,760,193,0.021,0.16,0.106,FALSE
8.41,760,193,0.02,0.16,0.108,FALSE
8.41,760,193,0.02,0.16,0.106,FALSE
8.663113813797256,760,193,0.030859943832490834,0.16,0.106,TRUE
8.136886186202744,760,193,0.011140056,0.16,0.106,TRUE
8.673113813797258,760,193,0.029859943832490833,0.16,0.106,TRUE
8.146886186202742,760,189,0.011140056,0.16,0.106,TRUE
8.673113813797258,760,193,0.030859943832490834,0.16,0.106,TRUE
8.136886186202744,759,193,0.011140056,0.16,0.106,TRUE
8.673113813797258,760,193,0.030859943832490834,0.16,0.106,TRUE
8.146886186202742,760,189,0.011140056,0.15,0.106,TRUE
8.673113813797258,760,193,0.029859943832490833,0.16,0.106,TRUE
8.146886186202742,760,189,0.010140056,0.16,0.106,TRUE
8.673113813797258,760,193,0.029859943832490833,0.16,0.106,TRUE
8.146886186202742,760,193,0.011140056,0.16,0.106,TRUE
8.673113813797258,760,193,0.030859943832490834,0.16,0.106,TRUE
8.146886186202742,760,193,0.011140056,0.16,0.106,TRUE
8.673113813797258,760,193,0.030859943832490834,0.16,0.108,TRUE
8.146886186202742,760,189,0.011140056,0.16,0.106,TRUE
8.673113813797258,760,189,0.030859943832490834,0.16,0.106,TRUE
8.136886186202744,760,189,0.012140056167509168,0.16,0.107,TRUE
8.663113813797256,760,189,0.030859943832490834,0.16,0.108,TRUE
8.136886186202744,760,189,0.011140056,0.16,0.108,TRUE
8.663113813797256,760,189,0.030859943832490834,0.16,0.108,TRUE
8.136886186202744,760,189,0.012140056167509168,0.16,0.106,TRUE
8.653113813797258,760,189,0.030859943832490834,0.16,0.108,TRUE
8.39,760,189,0.021,0.16,0.106,FALSE
8.39,761,189,0.022,0.16,0.106,FALSE
8.39,760,189,0.021,0.16,0.108,FALSE
8.39,760,189,0.022,0.16,0.108,FALSE
8.39,760,189,0.022,0.16,0.106,FALSE
8.39,761,189,0.022,0.16,0.107,FALSE
8.39,760,189,0.022,0.16,0.106,FALSE
8.39,761,189,0.023,0.16,0.106,FALSE
8.39,761,189,0.023,0.16,0.108,FALSE
8.39,761,189,0.023,0.16,0.106,FALSE
8.38,760,189,0.023,0.17,0.108,FALSE
8.39,761,189,0.022,0.16,0.108,FALSE
8.38,761,189,0.022,0.16,0.108,FALSE
8.39,760,189,0.022,0.17,0.108,FALSE
8.39,760,189,0.022,0.16,0.106,FALSE
8.39,761,189,0.022,0.17,0.107,FALSE
8.39,761,189,0.023,0.17,0.107,FALSE
8.39,761,189,0.023,0.17,0.108,FALSE
8.39,760,189,0.023,0.16,0.106,FALSE
8.39,761,189,0.023,0.16,0.106,FALSE
8.39,760,189,0.023,0.16,0.106,FALSE
8.39,760,189,0.023,0.16,0.106,FALSE
8.39,760,189,0.023,0.16,0.106,FALSE
8.39,761,189,0.023,0.16,0.106,FALSE
8.39,760,189,0.024,0.16,0.106,FALSE
8.39,760,189,0.023,0.17,0.106,FALSE
8.4,760,189,0.023,0.17,0.106,FALSE
8.4,760,189,0.023,0.17,0.106,FALSE
8.4,760,189,0.023,0.17,0.107,FALSE
8.4,760,189,0.023,0.17,0.106,FALSE
8.4,760,189,0.023,0.17,0.106,FALSE
8.4,760,189,0.023,0.17,0.106,FALSE
8.4,761,189,0.023,0.17,0.106,FALSE
8.4,760,189,0.022,0.17,0.107,FALSE
8.4,760,189,0.022,0.17,0.106,FALSE
8.4,761,189,0.022,0.17,0.108,FALSE
8.39,761,189,0.022,0.17,0.106,FALSE
8.4,760,189,0.022,0.17,0.106,FALSE
8.39,761,189,0.022,0.17,0.106,FALSE
8.39,761,189,0.023,0.16,0.106,FALSE
8.39,761,189,0.023,0.17,0.106,FALSE
8.39,760,189,0.023,0.16,0.106,FALSE
8.39,761,189,0.023,0.16,0.106,FALSE
8.39,761,189,0.023,0.16,0.108,FALSE
8.39,761,189,0.022,0.16,0.106,FALSE
8.39,761,189,0.022,0.16,0.106,FALSE
8.39,761,189,0.022,0.16,0.106,FALSE
8.39,760,189,0.035,0.16,0.106,FALSE
8.39,760,189,0.022,0.17,0.106,FALSE
8.39,761,189,0.022,0.17,0.106,FALSE
8.39,761,189,0.022,0.17,0.106,FALSE
8.39,760,189,0.022,0.17,0.106,FALSE
8.39,761,189,0.022,0.17,0.106,FALSE
8.39,760,189,0.022,0.16,0.106,FALSE
8.39,760,189,0.022,0.17,0.106,FALSE
8.39,760,189,0.021,0.17,0.105,FALSE
8.39,760,189,0.021,0.16,0.105,FALSE
8.4,760,189,0.021,0.17,0.106,FALSE
8.4,760,189,0.021,0.17,0.105,FALSE
8.41,760,189,0.024,0.17,0.103,FALSE
8.41,760,189,0.021,0.17,0.105,FALSE
8.41,760,189,0.023,0.17,0.105,FALSE
8.41,760,189,0.021,0.17,0.105,FALSE
8.41,760,189,0.021,0.17,0.105,FALSE
8.41,760,189,0.022,0.17,0.105,FALSE
8.41,760,189,0.021,0.17,0.105,FALSE
8.42,760,189,0.021,0.17,0.105,FALSE
8.42,760,189,0.021,0.17,0.103,FALSE
8.42,760,189,0.021,0.17,0.103,FALSE
8.42,760,189,0.021,0.17,0.105,FALSE
8.42,760,189,0.021,0.17,0.105,FALSE
8.42,760,189,0.021,0.17,0.103,FALSE
8.42,760,189,0.021,0.17,0.103,FALSE
8.42,760,189,0.022,0.17,0.105,FALSE
8.42,760,189,0.021,0.17,0.105,FALSE
8.42,760,189,0.021,0.17,0.105,FALSE
8.42,760,189,0.021,0.17,0.103,FALSE
8.42,760,189,0.02,0.17,0.105,FALSE
8.41,760,189,0.021,0.17,0.105,FALSE
8.41,760,189,0.021,0.17,0.103,FALSE
8.41,760,189,0.02,0.17,0.106,FALSE
8.41,760,189,0.021,0.17,0.105,FALSE
8.41,760,189,0.02,0.17,0.105,FALSE
8.39,761,189,0.02,0.17,0.106,FALSE
8.39,761,189,0.02,0.17,0.106,FALSE
8.39,761,189,0.021,0.17,0.108,FALSE
8.38,761,189,0.021,0.17,0.106,FALSE
8.38,761,189,0.021,0.17,0.106,FALSE
8.37,761,189,0.02,0.17,0.108,FALSE
8.37,761,189,0.02,0.17,0.106,FALSE
8.36,761,189,0.02,0.17,0.108,FALSE
8.36,761,189,0.02,0.17,0.107,FALSE
8.35,761,189,0.021,0.17,0.106,FALSE
8.35,762,189,0.02,0.17,0.107,FALSE
8.35,761,189,0.021,0.17,0.107,FALSE
8.35,761,189,0.021,0.17,0.108,FALSE
8.35,761,189,0.02,0.18,0.108,FALSE
8.34,761,189,0.021,0.18,0.108,FALSE
8.34,761,189,0.02,0.18,0.108,FALSE
8.34,761,189,0.02,0.18,0.107,FALSE
8.34,761,189,0.02,0.19,0.108,FALSE
8.34,761,189,0.021,0.18,0.108,FALSE
8.34,761,189,0.021,0.18,0.108,FALSE
8.34,761,189,0.02,0.18,0.106,FALSE
8.34,761,189,0.021,0.18,0.106,FALSE
8.34,761,189,0.021,0.18,0.107,FALSE
8.33,761,189,0.021,0.18,0.106,FALSE
8.33,761,189,0.021,0.18,0.106,FALSE
8.33,761,189,0.021,0.18,0.106,FALSE
8.33,761,189,0.021,0.17,0.106,FALSE
8.33,761,189,0.02,0.17,0.105,FALSE
8.33,760,189,0.021,0.16,0.106,FALSE
8.33,761,189,0.021,0.16,0.106,FALSE
8.33,761,189,0.021,0.17,0.106,FALSE
8.33,760,189,0.021,0.17,0.106,FALSE
8.33,760,189,0.021,0.17,0.106,FALSE
8.32,760,189,0.021,0.17,0.106,FALSE
8.32,760,189,0.021,0.17,0.105,FALSE
8.33,760,189,0.021,0.17,0.103,FALSE
8.33,760,189,0.02,0.17,0.105,FALSE
8.33,760,189,0.02,0.17,0.105,FALSE
8.32,760,189,0.02,0.16,0.103,FALSE
8.32,760,189,0.02,0.17,0.105,FALSE
8.32,760,189,0.02,0.17,0.103,FALSE
8.32,760,189,0.02,0.17,0.105,FALSE
8.32,760,189,0.02,0.17,0.103,FALSE
8.32,760,189,0.02,0.16,0.103,FALSE
8.33,760,189,0.02,0.17,0.105,FALSE
8.32,759,189,0.02,0.17,0.103,FALSE
8.32,759,189,0.02,0.17,0.103,FALSE
8.32,759,189,0.02,0.17,0.103,FALSE
8.32,759,189,0.02,0.17,0.103,FALSE
8.32,759,189,0.02,0.17,0.103,FALSE
8.32,758,189,0.021,0.17,0.103,FALSE
8.32,759,189,0.021,0.17,0.102,FALSE
8.32,759,189,0.021,0.16,0.103,FALSE
8.32,759,189,0.021,0.17,0.103,FALSE
8.32,759,189,0.021,0.17,0.103,FALSE
8.32,759,189,0.021,0.17,0.103,FALSE
8.32,759,189,0.021,0.17,0.103,FALSE
8.32,759,189,0.021,0.17,0.103,FALSE
8.32,758,189,0.021,0.17,0.103,FALSE
8.32,759,189,0.02,0.17,0.103,FALSE
8.32,758,189,0.02,0.17,0.103,FALSE
8.32,758,189,0.021,0.17,0.103,FALSE
8.32,758,189,0.021,0.17,0.103,FALSE
8.32,758,189,0.021,0.17,0.103,FALSE
8.32,758,189,0.022,0.17,0.103,FALSE
8.32,758,189,0.02,0.17,0.103,FALSE
8.32,759,189,0.02,0.17,0.103,FALSE
8.32,758,189,0.02,0.17,0.103,FALSE
8.32,758,189,0.021,0.17,0.103,FALSE
8.32,759,189,0.021,0.17,0.103,FALSE
8.32,758,189,0.02,0.17,0.103,FALSE
8.32,758,189,0.02,0.17,0.103,FALSE
8.33,758,189,0.02,0.17,0.103,FALSE
8.33,758,189,0.021,0.17,0.103,FALSE
8.34,758,189,0.02,0.17,0.103,FALSE
8.34,758,189,0.02,0.17,0.103,FALSE
8.34,758,189,0.02,0.17,0.103,FALSE
8.34,758,189,0.02,0.17,0.103,FALSE
8.34,758,189,0.02,0.17,0.103,FALSE
8.34,758,189,0.022,0.17,0.103,FALSE
8.34,758,189,0.021,0.17,0.102,FALSE
8.34,758,189,0.021,0.17,0.103,FALSE
8.34,758,189,0.021,0.17,0.103,FALSE
8.34,758,189,0.021,0.17,0.103,FALSE
8.34,758,189,0.021,0.17,0.103,FALSE
8.35,758,189,0.021,0.17,0.103,FALSE
8.35,758,189,0.021,0.17,0.103,FALSE
8.35,758,189,0.023,0.17,0.103,FALSE
8.35,758,189,0.021,0.17,0.103,FALSE
8.35,758,189,0.021,0.17,0.103,FALSE
8.35,758,189,0.021,0.17,0.102,FALSE
8.35,758,189,0.021,0.17,0.102,FALSE
8.35,758,189,0.024,0.17,0.102,FALSE
8.36,758,189,0.021,0.17,0.103,FALSE
8.35,758,189,0.021,0.17,0.103,FALSE
8.36,758,189,0.022,0.17,0.102,FALSE
8.36,758,189,0.021,0.17,0.103,FALSE
8.36,758,189,0.021,0.17,0.103,FALSE
8.36,758,189,0.021,0.16,0.102,FALSE
8.36,758,189,0.021,0.17,0.103,FALSE
8.36,757,189,0.021,0.17,0.103,FALSE
8.36,758,189,0.021,0.17,0.103,FALSE
8.36,758,189,0.021,0.17,0.103,FALSE
8.36,758,189,0.021,0.17,0.102,FALSE
8.36,758,189,0.021,0.17,0.102,FALSE
8.36,758,189,0.021,0.17,0.102,FALSE
8.36,757,189,0.021,0.17,0.102,FALSE
8.36,758,189,0.021,0.17,0.103,FALSE
8.36,758,189,0.02,0.17,0.103,FALSE
8.36,758,189,0.021,0.17,0.102,FALSE
8.36,758,189,0.022,0.17,0.102,FALSE
8.36,757,189,0.021,0.17,0.102,FALSE
8.36,758,189,0.021,0.17,0.102,FALSE
8.36,757,189,0.021,0.17,0.102,FALSE
8.36,757,189,0.021,0.17,0.102,FALSE
8.37,757,189,0.021,0.17,0.102,FALSE
8.37,758,189,0.021,0.17,0.102,FALSE
8.37,757,189,0.02,0.17,0.102,FALSE
8.37,757,189,0.023,0.17,0.101,FALSE
8.37,757,189,0.02,0.17,0.101,FALSE
8.37,757,189,0.02,0.17,0.102,FALSE
8.37,757,189,0.02,0.17,0.103,FALSE
8.37,757,189,0.021,0.17,0.102,FALSE
8.37,757,189,0.021,0.17,0.102,FALSE
8.37,757,189,0.021,0.17,0.102,FALSE
8.38,757,189,0.02,0.17,0.103,FALSE
8.38,756,189,0.02,0.17,0.102,FALSE
8.38,757,189,0.02,0.17,0.103,FALSE
8.38,756,189,0.02,0.17,0.103,FALSE
8.38,757,189,0.021,0.17,0.102,FALSE
8.38,758,189,0.02,0.16,0.103,FALSE
8.38,756,189,0.02,0.16,0.102,FALSE
8.38,757,189,0.02,0.16,0.101,FALSE
8.38,757,189,0.021,0.17,0.102,FALSE
8.38,756,189,0.02,0.16,0.103,FALSE
8.38,757,189,0.02,0.17,0.102,FALSE
8.38,757,189,0.021,0.17,0.103,FALSE
8.38,757,189,0.02,0.17,0.102,FALSE
8.38,757,189,0.021,0.17,0.103,FALSE
8.38,757,189,0.021,0.17,0.102,FALSE
8.38,757,189,0.02,0.17,0.101,FALSE
8.38,756,189,0.02,0.17,0.102,FALSE
8.38,757,189,0.02,0.17,0.102,FALSE
8.38,756,189,0.02,0.17,0.102,FALSE
8.38,757,189,0.02,0.17,0.102,FALSE
8.38,757,189,0.02,0.17,0.102,FALSE
8.38,757,189,0.02,0.17,0.103,FALSE
8.37,758,189,0.02,0.17,0.103,FALSE
8.37,756,189,0.021,0.17,0.103,FALSE
8.37,757,189,0.027,0.17,0.103,FALSE
8.37,757,189,0.02,0.18,0.103,FALSE
8.37,757,189,0.02,0.18,0.103,FALSE
8.37,758,189,0.02,0.18,0.103,FALSE
8.37,756,189,0.02,0.18,0.103,FALSE
8.37,757,189,0.02,0.17,0.103,FALSE
8.37,757,189,0.02,0.17,0.103,FALSE
8.37,757,189,0.02,0.17,0.103,FALSE
8.37,757,189,0.02,0.17,0.103,FALSE
8.37,757,189,0.02,0.17,0.103,FALSE
8.37,757,189,0.02,0.17,0.103,FALSE
8.37,756,193,0.02,0.17,0.103,FALSE
8.633113813797255,756,193,0.029859943832490833,0.17,0.103,TRUE
8.116886186202745,756,193,0.009140056,0.17,0.103,TRUE
8.643113813797257,756,189,0.029859943832490833,0.17,0.102,TRUE
8.116886186202745,756,193,0.010140056,0.17,0.103,TRUE
8.653113813797258,756,189,0.029859943832490833,0.17,0.103,TRUE
8.126886186202743,756,193,0.009140056,0.17,0.103,TRUE
8.673113813797258,756,189,0.028859943832490832,0.17,0.103,TRUE
8.136886186202744,756,189,0.010140056,0.17,0.102,TRUE
8.673113813797258,756,193,0.029859943832490833,0.17,0.103,TRUE
8.146886186202742,756,193,0.010140056,0.17,0.102,TRUE
8.683113813797256,756,193,0.029859943832490833,0.17,0.101,TRUE
8.156886186202744,756,193,0.010140056,0.17,0.101,TRUE
8.693113813797257,756,193,0.029859943832490833,0.17,0.102,TRUE
8.176886186202744,756,193,0.009140056,0.17,0.102,TRUE
8.703113813797255,755,193,0.028859943832490832,0.17,0.102,TRUE
8.186886186202742,755,193,0.009140056,0.17,0.102,TRUE
8.713113813797257,755,193,0.029859943832490833,0.17,0.101,TRUE
8.186886186202742,755,193,0.010140056,0.17,0.101,TRUE
8.713113813797257,755,193,0.029859943832490833,0.17,0.099,TRUE
8.206886186202745,754,193,0.009140056,0.17,0.099,TRUE
8.733113813797257,754,193,0.028859943832490832,0.17,0.099,TRUE
8.216886186202743,753,193,0.010140056,0.17,0.099,TRUE
8.753113813797256,754,193,0.029859943832490833,0.17,0.099,TRUE
8.49,754,193,0.02,0.17,0.101,FALSE
8.49,754,193,0.02,0.17,0.099,FALSE
8.49,754,193,0.02,0.17,0.099,FALSE
8.5,754,193,0.02,0.17,0.099,FALSE
8.5,753,193,0.02,0.17,0.101,FALSE
8.5,754,193,0.02,0.17,0.099,FALSE
8.5,754,193,0.02,0.17,0.099,FALSE
8.5,754,193,0.021,0.17,0.099,FALSE
8.5,753,193,0.02,0.18,0.099,FALSE
8.51,753,193,0.02,0.18,0.099,FALSE
8.5,753,193,0.02,0.17,0.099,FALSE
8.5,754,193,0.02,0.18,0.098,FALSE
8.49,753,193,0.019,0.18,0.099,FALSE
8.5,753,193,0.02,0.18,0.099,FALSE
8.49,753,193,0.02,0.18,0.099,FALSE
8.49,753,193,0.02,0.18,0.099,FALSE
8.49,753,193,0.02,0.18,0.099,FALSE
8.49,754,193,0.022,0.18,0.098,FALSE
8.49,753,193,0.02,0.18,0.099,FALSE
8.49,754,193,0.02,0.18,0.099,FALSE
8.49,754,193,0.02,0.18,0.099,FALSE
8.49,753,193,0.02,0.18,0.099,FALSE
8.49,754,193,0.02,0.18,0.099,FALSE
8.49,754,193,0.02,0.18,0.099,FALSE
8.48,754,193,0.021,0.18,0.099,FALSE
8.48,754,193,0.02,0.18,0.099,FALSE
8.47,754,193,0.02,0.18,0.099,FALSE
8.47,754,193,0.02,0.17,0.099,FALSE
8.47,755,193,0.019,0.17,0.099,FALSE
8.47,755,193,0.02,0.17,0.099,FALSE
8.47,755,193,0.02,0.17,0.099,FALSE
8.47,755,193,0.02,0.17,0.099,FALSE
8.47,754,193,0.02,0.17,0.099,FALSE
8.47,754,193,0.02,0.17,0.099,FALSE
8.46,755,193,0.02,0.17,0.099,FALSE
8.45,755,193,0.019,0.17,0.099,FALSE
8.45,754,193,0.019,0.17,0.101,FALSE
8.45,755,193,0.02,0.17,0.099,FALSE
8.45,755,193,0.02,0.17,0.099,FALSE
8.45,755,193,0.02,0.17,0.099,FALSE
8.45,755,193,0.02,0.17,0.099,FALSE
8.44,755,193,0.02,0.17,0.101,FALSE
8.43,756,193,0.02,0.16,0.099,FALSE
8.43,755,193,0.02,0.17,0.101,FALSE
8.43,755,193,0.02,0.16,0.099,FALSE
8.43,755,193,0.02,0.17,0.101,FALSE
8.43,756,193,0.02,0.17,0.099,FALSE
8.42,756,193,0.02,0.17,0.101,FALSE
8.42,755,193,0.02,0.17,0.099,FALSE
8.42,756,193,0.02,0.18,0.099,FALSE
8.41,755,193,0.02,0.17,0.103,FALSE
8.41,756,193,0.02,0.17,0.103,FALSE
8.41,756,193,0.02,0.17,0.102,FALSE
8.41,756,193,0.02,0.18,0.102,FALSE
8.41,756,193,0.023,0.18,0.101,FALSE
8.4,756,193,0.02,0.18,0.101,FALSE
8.4,756,193,0.02,0.18,0.101,FALSE
8.39,756,193,0.02,0.18,0.101,FALSE
8.39,756,193,0.02,0.18,0.101,FALSE
8.39,756,193,0.02,0.17,0.099,FALSE
8.39,756,193,0.019,0.18,0.099,FALSE
8.39,756,193,0.019,0.18,0.101,FALSE
8.39,756,193,0.019,0.17,0.099,FALSE
8.39,756,193,0.019,0.17,0.099,FALSE
8.39,756,193,0.019,0.17,0.101,FALSE
8.39,756,193,0.02,0.17,0.099,FALSE
8.39,756,193,0.02,0.17,0.101,FALSE
8.39,756,193,0.019,0.17,0.102,FALSE
8.39,756,193,0.019,0.18,0.099,FALSE
8.39,756,193,0.019,0.17,0.101,FALSE
8.38,756,193,0.02,0.17,0.101,FALSE
8.38,756,193,0.019,0.17,0.102,FALSE
8.38,756,193,0.019,0.17,0.101,FALSE
8.38,756,193,0.019,0.18,0.102,FALSE
8.38,757,193,0.019,0.17,0.102,FALSE
8.38,756,193,0.019,0.17,0.101,FALSE
8.38,756,193,0.019,0.17,0.101,FALSE
8.38,756,193,0.02,0.18,0.101,FALSE
8.38,756,193,0.02,0.18,0.103,FALSE
8.38,756,193,0.02,0.17,0.102,FALSE
8.38,756,193,0.019,0.17,0.102,FALSE
8.38,756,193,0.019,0.17,0.102,FALSE
8.38,756,193,0.02,0.17,0.102,FALSE
8.38,756,193,0.02,0.17,0.102,FALSE
8.38,756,196,0.02,0.17,0.101,FALSE
8.39,756,196,0.019,0.17,0.101,FALSE
8.38,756,196,0.019,0.17,0.102,FALSE
8.38,756,193,0.019,0.17,0.102,FALSE
8.39,756,196,0.019,0.17,0.103,FALSE
8.39,756,196,0.033,0.17,0.101,FALSE
8.39,756,196,0.019,0.17,0.101,FALSE
8.39,756,196,0.019,0.17,0.102,FALSE
8.39,756,196,0.02,0.17,0.101,FALSE
8.39,756,196,0.019,0.17,0.101,FALSE
8.39,756,196,0.019,0.17,0.101,FALSE
8.39,756,196,0.019,0.17,0.101,FALSE
8.39,756,196,0.018,0.17,0.101,FALSE
8.39,756,196,0.018,0.17,0.101,FALSE
8.39,756,196,0.02,0.18,0.102,FALSE
8.39,756,196,0.019,0.18,0.101,FALSE
8.39,756,196,0.019,0.18,0.101,FALSE
8.39,756,196,0.019,0.18,0.102,FALSE
8.39,756,196,0.019,0.18,0.101,FALSE
8.39,756,196,0.019,0.18,0.102,FALSE
8.39,756,196,0.019,0.18,0.102,FALSE
8.39,756,196,0.019,0.18,0.102,FALSE
8.39,756,196,0.021,0.17,0.099,FALSE
8.39,756,196,0.02,0.18,0.102,FALSE
8.39,756,196,0.02,0.18,0.102,FALSE
8.39,756,196,0.019,0.17,0.101,FALSE
8.39,756,196,0.019,0.18,0.099,FALSE
8.39,756,196,0.019,0.18,0.101,FALSE
8.39,756,196,0.019,0.18,0.101,FALSE
8.39,756,196,0.019,0.18,0.101,FALSE
8.39,756,196,0.019,0.17,0.102,FALSE
8.39,756,196,0.019,0.18,0.102,FALSE
8.39,756,196,0.019,0.18,0.101,FALSE
8.4,756,196,0.019,0.18,0.099,FALSE
8.4,756,196,0.02,0.18,0.101,FALSE
8.39,755,196,0.019,0.18,0.101,FALSE
8.39,756,196,0.019,0.18,0.101,FALSE
8.4,756,196,0.019,0.18,0.101,FALSE
8.4,756,196,0.019,0.18,0.102,FALSE
8.4,756,196,0.019,0.17,0.101,FALSE
8.41,756,196,0.019,0.18,0.102,FALSE
8.41,756,196,0.019,0.17,0.102,FALSE
8.41,756,196,0.019,0.17,0.103,FALSE
8.41,756,196,0.019,0.17,0.106,FALSE
8.41,758,196,0.019,0.18,0.106,FALSE
8.41,758,196,0.019,0.18,0.108,FALSE
8.41,758,196,0.019,0.17,0.109,FALSE
8.41,758,196,0.019,0.17,0.108,FALSE
8.41,758,196,0.019,0.17,0.108,FALSE
8.41,759,196,0.019,0.17,0.108,FALSE
8.41,759,196,0.019,0.17,0.108,FALSE
8.41,759,196,0.019,0.17,0.109,FALSE
8.41,759,196,0.019,0.17,0.108,FALSE
8.41,759,196,0.019,0.17,0.108,FALSE
8.41,759,196,0.018,0.17,0.109,FALSE
8.41,759,196,0.018,0.17,0.108,FALSE
8.41,759,196,0.019,0.17,0.108,FALSE
8.41,759,196,0.019,0.17,0.106,FALSE
8.41,758,196,0.019,0.17,0.108,FALSE
8.41,759,196,0.02,0.17,0.108,FALSE
8.42,759,196,0.019,0.17,0.106,FALSE
8.42,759,196,0.019,0.17,0.108,FALSE
8.42,758,196,0.019,0.17,0.106,FALSE
8.42,759,196,0.019,0.17,0.108,FALSE
8.42,758,196,0.019,0.17,0.106,FALSE
8.42,759,193,0.019,0.17,0.108,FALSE
8.43,758,196,0.02,0.17,0.108,FALSE
8.43,759,196,0.019,0.16,0.108,FALSE
8.43,758,193,0.019,0.16,0.108,FALSE
8.43,759,196,0.02,0.16,0.109,FALSE
8.43,759,193,0.019,0.16,0.108,FALSE
8.43,759,193,0.019,0.16,0.108,FALSE
8.43,759,193,0.02,0.16,0.109,FALSE
8.44,760,193,0.02,0.16,0.109,FALSE
8.43,760,193,0.019,0.16,0.108,FALSE
8.44,759,193,0.019,0.16,0.109,FALSE
8.44,759,193,0.02,0.16,0.109,FALSE
8.44,760,193,0.018,0.16,0.109,FALSE
8.44,760,193,0.019,0.16,0.11,FALSE
8.44,760,193,0.019,0.15,0.109,FALSE
8.43,760,193,0.019,0.15,0.11,FALSE
8.44,760,193,0.019,0.15,0.11,FALSE
8.43,760,193,0.019,0.15,0.11,FALSE
8.43,760,193,0.019,0.15,0.11,FALSE
8.43,760,193,0.019,0.15,0.11,FALSE
8.43,760,193,0.021,0.15,0.11,FALSE
8.43,760,193,0.019,0.15,0.11,FALSE
8.43,760,193,0.02,0.15,0.11,FALSE
8.43,760,193,0.019,0.15,0.11,FALSE
8.44,760,193,0.019,0.15,0.11,FALSE
8.44,760,193,0.019,0.15,0.11,FALSE
8.44,760,193,0.019,0.15,0.11,FALSE
8.44,761,193,0.019,0.15,0.11,FALSE
8.44,760,193,0.018,0.15,0.11,FALSE
8.44,761,193,0.018,0.16,0.11,FALSE
8.44,761,193,0.018,0.16,0.11,FALSE
8.44,761,193,0.018,0.16,0.11,FALSE
8.45,761,189,0.019,0.16,0.111,FALSE
8.45,761,189,0.018,0.16,0.11,FALSE
8.45,761,189,0.018,0.16,0.111,FALSE
8.45,761,193,0.018,0.16,0.111,FALSE
8.45,761,189,0.018,0.16,0.113,FALSE
8.44,761,189,0.018,0.16,0.111,FALSE
8.44,761,189,0.02,0.16,0.113,FALSE
8.44,761,189,0.019,0.16,0.114,FALSE
8.44,761,189,0.018,0.16,0.113,FALSE
8.43,761,190,0.018,0.16,0.111,FALSE
8.43,761,189,0.018,0.16,0.114,FALSE
8.43,762,189,0.018,0.16,0.114,FALSE
8.43,762,189,0.018,0.16,0.114,FALSE
8.43,762,189,0.018,0.16,0.114,FALSE
8.42,762,189,0.018,0.16,0.114,FALSE
8.42,762,189,0.018,0.16,0.114,FALSE
8.42,762,189,0.018,0.15,0.113,FALSE
8.43,762,189,0.018,0.16,0.114,FALSE
8.42,762,189,0.018,0.16,0.114,FALSE
8.43,762,189,0.018,0.16,0.114,FALSE
8.42,762,189,0.018,0.16,0.114,FALSE
8.42,762,189,0.018,0.16,0.113,FALSE
8.42,762,189,0.018,0.15,0.114,FALSE
8.42,762,189,0.018,0.15,0.114,FALSE
8.42,762,189,0.018,0.16,0.114,FALSE
8.41,762,189,0.018,0.16,0.114,FALSE
8.42,762,189,0.018,0.16,0.114,FALSE
8.41,762,189,0.018,0.16,0.113,FALSE
8.42,762,189,0.02,0.16,0.113,FALSE
8.41,762,189,0.018,0.16,0.113,FALSE
8.41,762,189,0.018,0.16,0.113,FALSE
8.42,762,189,0.018,0.16,0.114,FALSE
8.42,762,189,0.018,0.16,0.11,FALSE
8.42,761,189,0.018,0.16,0.111,FALSE
8.43,762,189,0.018,0.16,0.11,FALSE
8.42,762,189,0.018,0.16,0.111,FALSE
8.43,762,189,0.018,0.16,0.113,FALSE
8.43,762,189,0.018,0.17,0.11,FALSE
8.43,762,189,0.019,0.17,0.11,FALSE
8.44,762,189,0.019,0.17,0.11,FALSE
8.43,761,189,0.018,0.17,0.109,FALSE
8.43,761,189,0.019,0.17,0.109,FALSE
8.44,761,189,0.018,0.17,0.11,FALSE
8.45,761,189,0.018,0.17,0.109,FALSE
8.45,761,189,0.018,0.17,0.109,FALSE
8.45,761,189,0.018,0.17,0.108,FALSE
8.45,761,189,0.018,0.17,0.106,FALSE
8.45,761,189,0.018,0.16,0.106,FALSE
8.45,761,189,0.018,0.17,0.106,FALSE
8.46,761,189,0.018,0.17,0.106,FALSE
8.47,760,189,0.018,0.16,0.105,FALSE
8.47,760,189,0.018,0.16,0.105,FALSE
8.47,761,189,0.019,0.16,0.105,FALSE
8.48,761,189,0.018,0.16,0.105,FALSE
8.47,760,189,0.018,0.16,0.103,FALSE
8.48,760,189,0.018,0.16,0.103,FALSE
8.48,760,189,0.018,0.16,0.103,FALSE
8.48,760,189,0.018,0.16,0.103,FALSE
8.48,760,189,0.018,0.16,0.103,FALSE
8.48,760,189,0.018,0.16,0.102,FALSE
8.47,760,189,0.018,0.16,0.103,FALSE
8.47,760,189,0.018,0.16,0.103,FALSE
8.47,760,189,0.018,0.16,0.103,FALSE
8.47,760,189,0.019,0.16,0.103,FALSE
8.47,760,189,0.019,0.16,0.103,FALSE
8.47,760,189,0.018,0.16,0.103,FALSE
8.47,760,189,0.018,0.16,0.103,FALSE
8.47,760,189,0.019,0.16,0.102,FALSE
