pH,Redox,Leit,Trueb,Cl,Cl_2,EVENT
8.43,748,214,0.018,0.16,0.104,FALSE
8.44,748,211,0.018,0.16,0.104,FALSE
8.43,748,211,0.018,0.16,0.104,FALSE
8.43,748,211,0.018,0.16,0.104,FALSE
8.43,748,211,0.018,0.16,0.104,FALSE
8.43,747,211,0.018,0.16,0.104,FALSE
8.43,748,211,0.018,0.16,0.104,FALSE
8.43,748,211,0.018,0.16,0.104,FALSE
8.43,748,211,0.017,0.16,0.104,FALSE
8.44,748,211,0.017,0.16,0.104,FALSE
8.43,748,211,0.017,0.16,0.104,FALSE
8.43,748,211,0.017,0.16,0.104,FALSE
8.43,748,211,0.017,0.16,0.104,FALSE
8.43,748,211,0.017,0.16,0.104,FALSE
8.42,748,211,0.017,0.16,0.104,FALSE
8.42,748,211,0.017,0.16,0.104,FALSE
8.42,748,211,0.017,0.16,0.104,FALSE
8.42,748,211,0.017,0.16,0.104,FALSE
8.43,749,211,0.018,0.16,0.105,FALSE
8.41,748,211,0.017,0.16,0.105,FALSE
8.42,748,211,0.017,0.16,0.104,FALSE
8.41,748,211,0.017,0.16,0.105,FALSE
8.41,748,211,0.019,0.16,0.105,FALSE
8.41,748,211,0.017,0.16,0.105,FALSE
8.41,749,211,0.017,0.16,0.104,FALSE
8.41,748,211,0.017,0.16,0.104,FALSE
8.41,748,211,0.017,0.16,0.101,FALSE
8.41,749,211,0.025,0.16,0.102,FALSE
8.41,748,211,0.017,0.16,0.104,FALSE
8.41,748,211,0.017,0.16,0.102,FALSE
8.41,749,211,0.017,0.16,0.104,FALSE
8.4,749,211,0.017,0.16,0.105,FALSE
8.4,748,211,0.017,0.16,0.104,FALSE
8.4,749,211,0.017,0.16,0.104,FALSE
8.4,749,211,0.017,0.16,0.104,FALSE
8.39,749,211,0.017,0.16,0.104,FALSE
8.39,749,211,0.016,0.16,0.105,FALSE
8.39,749,211,0.017,0.16,0.105,FALSE
8.39,748,211,0.017,0.16,0.105,FALSE
8.39,749,211,0.017,0.16,0.105,FALSE
8.39,749,211,0.017,0.16,0.105,FALSE
8.39,749,211,0.017,0.16,0.105,FALSE
8.39,749,211,0.018,0.16,0.104,FALSE
8.39,749,211,0.017,0.15,0.104,FALSE
8.39,749,211,0.017,0.15,0.105,FALSE
8.39,749,211,0.017,0.15,0.104,FALSE
8.39,748,211,0.017,0.16,0.104,FALSE
8.39,748,211,0.017,0.16,0.104,FALSE
8.39,748,211,0.017,0.16,0.104,FALSE
8.39,749,211,0.017,0.16,0.104,FALSE
8.39,748,211,0.018,0.16,0.104,FALSE
8.39,748,211,0.017,0.16,0.104,FALSE
8.39,748,211,0.017,0.16,0.104,FALSE
8.39,748,211,0.017,0.16,0.104,FALSE
8.38,748,211,0.017,0.16,0.104,FALSE
8.39,748,211,0.017,0.16,0.104,FALSE
8.38,748,211,0.017,0.16,0.104,FALSE
8.38,749,211,0.017,0.16,0.104,FALSE
8.38,749,211,0.017,0.16,0.104,FALSE
8.38,749,211,0.017,0.16,0.104,FALSE
8.38,748,211,0.017,0.16,0.104,FALSE
8.38,749,211,0.017,0.16,0.104,FALSE
8.38,749,211,0.017,0.16,0.105,FALSE
8.38,748,211,0.017,0.16,0.104,FALSE
8.38,749,211,0.017,0.16,0.105,FALSE
8.38,749,211,0.017,0.16,0.104,FALSE
8.37,749,211,0.017,0.16,0.104,FALSE
8.38,749,211,0.017,0.16,0.104,FALSE
8.37,749,211,0.017,0.16,0.104,FALSE
8.37,749,211,0.017,0.16,0.105,FALSE
8.37,749,211,0.017,0.16,0.104,FALSE
8.37,749,211,0.017,0.16,0.105,FALSE
8.36,748,211,0.017,0.16,0.104,FALSE
8.36,749,211,0.017,0.16,0.104,FALSE
8.36,749,211,0.017,0.16,0.105,FALSE
8.36,749,211,0.017,0.16,0.104,FALSE
8.36,749,211,0.018,0.16,0.104,FALSE
8.36,749,211,0.018,0.16,0.104,FALSE
8.36,749,211,0.018,0.16,0.105,FALSE
8.36,749,211,0.018,0.16,0.105,FALSE
8.36,749,211,0.018,0.16,0.105,FALSE
8.35,749,211,0.018,0.16,0.105,FALSE
8.35,749,211,0.018,0.16,0.104,FALSE
8.35,749,211,0.017,0.16,0.105,FALSE
8.35,749,211,0.018,0.16,0.105,FALSE
8.35,749,211,0.018,0.16,0.104,FALSE
8.35,749,211,0.017,0.16,0.105,FALSE
8.34,749,211,0.017,0.16,0.105,FALSE
8.34,749,211,0.018,0.16,0.105,FALSE
8.34,749,211,0.018,0.16,0.105,FALSE
8.34,749,211,0.017,0.16,0.104,FALSE
8.34,749,211,0.017,0.16,0.104,FALSE
8.34,749,211,0.017,0.16,0.106,FALSE
8.33,749,211,0.017,0.16,0.104,FALSE
8.33,749,211,0.017,0.16,0.104,FALSE
8.34,749,214,0.017,0.16,0.105,FALSE
8.34,749,211,0.017,0.16,0.105,FALSE
8.33,749,211,0.017,0.17,0.104,FALSE
8.33,749,214,0.017,0.17,0.105,FALSE
8.33,749,211,0.028,0.17,0.105,FALSE
8.33,749,214,0.017,0.17,0.104,FALSE
8.33,749,211,0.017,0.17,0.104,FALSE
8.33,749,214,0.017,0.17,0.104,FALSE
8.33,749,214,0.017,0.17,0.104,FALSE
8.33,749,214,0.017,0.17,0.105,FALSE
8.33,749,214,0.017,0.17,0.105,FALSE
8.33,749,214,0.017,0.17,0.105,FALSE
8.33,749,214,0.016,0.17,0.105,FALSE
8.33,749,214,0.016,0.17,0.105,FALSE
8.33,749,214,0.016,0.17,0.105,FALSE
8.34,748,214,0.017,0.17,0.104,FALSE
8.34,749,214,0.016,0.17,0.104,FALSE
8.34,749,214,0.017,0.17,0.104,FALSE
8.34,749,214,0.017,0.17,0.104,FALSE
8.34,749,214,0.017,0.17,0.104,FALSE
8.34,749,214,0.017,0.17,0.104,FALSE
8.35,749,214,0.017,0.17,0.104,FALSE
8.35,749,214,0.017,0.17,0.104,FALSE
8.35,748,214,0.017,0.17,0.104,FALSE
8.35,748,214,0.017,0.17,0.104,FALSE
8.36,748,214,0.018,0.17,0.104,FALSE
8.36,748,214,0.017,0.17,0.104,FALSE
8.36,748,214,0.017,0.17,0.104,FALSE
8.36,748,214,0.016,0.17,0.104,FALSE
8.37,748,214,0.016,0.16,0.104,FALSE
8.37,748,214,0.017,0.16,0.104,FALSE
8.37,748,214,0.017,0.16,0.104,FALSE
8.37,749,214,0.017,0.16,0.104,FALSE
8.38,748,214,0.017,0.16,0.104,FALSE
8.37,747,214,0.018,0.16,0.102,FALSE
8.38,749,214,0.017,0.16,0.104,FALSE
8.37,748,214,0.017,0.16,0.104,FALSE
8.37,748,214,0.017,0.16,0.104,FALSE
8.38,748,214,0.017,0.17,0.104,FALSE
8.38,748,214,0.017,0.17,0.104,FALSE
8.38,748,214,0.017,0.17,0.102,FALSE
8.37,748,214,0.017,0.17,0.104,FALSE
8.37,748,214,0.017,0.17,0.104,FALSE
8.38,748,214,0.017,0.17,0.104,FALSE
8.38,747,214,0.017,0.17,0.104,FALSE
8.38,748,214,0.017,0.17,0.104,FALSE
8.38,748,214,0.017,0.17,0.104,FALSE
8.37,749,214,0.017,0.17,0.104,FALSE
8.37,748,214,0.017,0.17,0.104,FALSE
8.37,747,217,0.017,0.17,0.104,FALSE
8.37,749,217,0.017,0.17,0.104,FALSE
8.37,749,214,0.017,0.17,0.104,FALSE
8.37,748,214,0.017,0.17,0.104,FALSE
8.37,749,217,0.017,0.17,0.104,FALSE
8.37,748,214,0.017,0.17,0.104,FALSE
8.36,749,217,0.017,0.17,0.104,FALSE
8.36,749,214,0.017,0.17,0.105,FALSE
8.35,749,214,0.017,0.17,0.105,FALSE
8.36,749,217,0.017,0.17,0.104,FALSE
8.35,749,217,0.017,0.17,0.105,FALSE
8.35,749,214,0.017,0.17,0.105,FALSE
8.35,749,214,0.017,0.17,0.105,FALSE
8.35,749,217,0.017,0.17,0.106,FALSE
8.35,749,217,0.017,0.17,0.106,FALSE
8.35,749,214,0.017,0.17,0.105,FALSE
8.34,749,217,0.017,0.17,0.106,FALSE
8.35,749,214,0.017,0.17,0.105,FALSE
8.34,749,217,0.017,0.17,0.106,FALSE
8.34,749,214,0.017,0.17,0.106,FALSE
8.34,749,214,0.017,0.16,0.106,FALSE
8.34,749,214,0.017,0.17,0.105,FALSE
8.34,749,214,0.017,0.17,0.105,FALSE
8.34,749,214,0.017,0.16,0.105,FALSE
8.34,749,214,0.019,0.16,0.105,FALSE
8.34,749,214,0.017,0.16,0.105,FALSE
8.34,749,214,0.017,0.16,0.106,FALSE
8.34,749,214,0.017,0.16,0.105,FALSE
8.34,749,214,0.018,0.16,0.106,FALSE
8.34,749,217,0.018,0.16,0.106,FALSE
8.34,749,217,0.018,0.17,0.106,FALSE
8.34,749,214,0.018,0.17,0.106,FALSE
8.34,749,214,0.018,0.17,0.108,FALSE
8.34,749,214,0.018,0.17,0.106,FALSE
8.34,749,214,0.018,0.17,0.106,FALSE
8.34,749,214,0.018,0.17,0.106,FALSE
8.34,749,214,0.018,0.17,0.106,FALSE
8.34,749,214,0.018,0.17,0.106,FALSE
8.34,749,217,0.017,0.17,0.108,FALSE
8.35,749,214,0.017,0.18,0.106,FALSE
8.35,749,214,0.017,0.18,0.108,FALSE
8.35,749,214,0.017,0.18,0.108,FALSE
8.35,749,217,0.017,0.17,0.108,FALSE
8.35,749,217,0.017,0.17,0.108,FALSE
8.35,749,217,0.017,0.17,0.106,FALSE
8.35,749,217,0.018,0.17,0.106,FALSE
8.35,749,218,0.017,0.17,0.106,FALSE
8.36,749,214,0.017,0.17,0.109,FALSE
8.36,749,217,0.018,0.17,0.108,FALSE
8.36,750,218,0.018,0.17,0.108,FALSE
8.36,749,217,0.018,0.17,0.108,FALSE
8.36,750,218,0.018,0.17,0.111,FALSE
8.36,750,217,0.017,0.17,0.108,FALSE
8.36,749,217,0.018,0.17,0.108,FALSE
8.36,750,218,0.017,0.17,0.109,FALSE
8.36,750,214,0.017,0.17,0.109,FALSE
8.36,749,218,0.017,0.17,0.109,FALSE
8.36,749,218,0.018,0.17,0.111,FALSE
8.36,750,217,0.018,0.16,0.108,FALSE
8.36,749,218,0.018,0.16,0.109,FALSE
8.36,749,218,0.018,0.17,0.109,FALSE
8.37,749,218,0.018,0.16,0.111,FALSE
8.37,750,218,0.018,0.16,0.109,FALSE
8.36,750,217,0.018,0.16,0.109,FALSE
8.36,749,218,0.018,0.16,0.108,FALSE
8.36,749,218,0.018,0.16,0.108,FALSE
8.37,749,218,0.018,0.16,0.109,FALSE
8.37,749,218,0.017,0.16,0.109,FALSE
8.37,749,218,0.018,0.17,0.108,FALSE
8.38,750,218,0.017,0.17,0.109,FALSE
8.37,749,218,0.018,0.16,0.109,FALSE
8.37,750,218,0.018,0.17,0.109,FALSE
8.37,749,218,0.018,0.17,0.111,FALSE
8.37,750,218,0.017,0.17,0.111,FALSE
8.37,749,218,0.017,0.17,0.109,FALSE
8.37,750,218,0.018,0.17,0.111,FALSE
8.37,749,218,0.017,0.17,0.109,FALSE
8.37,750,218,0.018,0.17,0.111,FALSE
8.37,750,218,0.017,0.17,0.111,FALSE
8.37,749,218,0.017,0.17,0.109,FALSE
8.37,750,218,0.017,0.17,0.109,FALSE
8.37,750,218,0.017,0.17,0.111,FALSE
8.37,750,218,0.017,0.17,0.111,FALSE
8.37,750,218,0.018,0.17,0.109,FALSE
8.37,750,218,0.018,0.17,0.109,FALSE
8.37,749,218,0.017,0.17,0.111,FALSE
8.37,750,218,0.017,0.17,0.109,FALSE
8.37,750,217,0.018,0.17,0.109,FALSE
8.37,749,218,0.017,0.17,0.109,FALSE
8.37,750,218,0.017,0.17,0.108,FALSE
8.37,750,218,0.017,0.17,0.109,FALSE
8.37,750,218,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.108,FALSE
8.37,749,218,0.017,0.17,0.109,FALSE
8.38,750,218,0.017,0.17,0.111,FALSE
8.38,750,218,0.017,0.17,0.111,FALSE
8.37,749,218,0.018,0.17,0.111,FALSE
8.38,749,218,0.017,0.17,0.111,FALSE
8.38,750,218,0.017,0.17,0.111,FALSE
8.38,749,218,0.017,0.17,0.111,FALSE
8.38,750,218,0.017,0.17,0.111,FALSE
8.37,750,218,0.017,0.17,0.109,FALSE
8.38,750,218,0.017,0.17,0.109,FALSE
8.38,750,218,0.017,0.17,0.109,FALSE
8.38,750,214,0.017,0.17,0.109,FALSE
8.38,750,218,0.017,0.16,0.111,FALSE
8.38,750,218,0.017,0.16,0.111,FALSE
8.38,749,218,0.017,0.17,0.111,FALSE
8.38,750,218,0.017,0.17,0.111,FALSE
8.38,750,218,0.017,0.17,0.111,FALSE
8.38,750,218,0.017,0.17,0.111,FALSE
8.38,750,218,0.018,0.17,0.111,FALSE
8.37,749,218,0.017,0.17,0.111,FALSE
8.38,749,218,0.017,0.17,0.111,FALSE
8.38,750,218,0.018,0.17,0.111,FALSE
8.38,749,218,0.018,0.17,0.109,FALSE
8.38,750,218,0.018,0.18,0.111,FALSE
8.38,749,218,0.018,0.18,0.111,FALSE
8.38,749,218,0.018,0.17,0.111,FALSE
8.38,749,218,0.017,0.17,0.111,FALSE
8.37,749,218,0.017,0.18,0.111,FALSE
8.37,750,214,0.017,0.18,0.111,FALSE
8.37,749,214,0.017,0.18,0.111,FALSE
8.37,750,214,0.017,0.18,0.111,FALSE
8.38,750,214,0.017,0.18,0.111,FALSE
8.37,750,218,0.017,0.18,0.111,FALSE
8.37,749,218,0.017,0.17,0.111,FALSE
8.38,750,214,0.017,0.17,0.111,FALSE
8.38,750,214,0.017,0.18,0.111,FALSE
8.37,749,214,0.016,0.17,0.111,FALSE
8.37,750,218,0.017,0.17,0.111,FALSE
8.37,750,218,0.018,0.17,0.111,FALSE
8.37,749,214,0.017,0.17,0.111,FALSE
8.37,750,218,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,749,218,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.38,750,214,0.018,0.17,0.111,FALSE
8.37,750,218,0.018,0.17,0.111,FALSE
8.37,750,218,0.018,0.17,0.111,FALSE
8.38,750,214,0.017,0.17,0.111,FALSE
8.37,751,214,0.018,0.17,0.111,FALSE
8.38,750,214,0.018,0.17,0.111,FALSE
8.37,750,218,0.024,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.018,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,751,214,0.017,0.17,0.111,FALSE
8.37,751,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.114,FALSE
8.37,751,218,0.017,0.17,0.113,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,751,214,0.017,0.17,0.113,FALSE
8.37,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.017,0.17,0.114,FALSE
8.37,750,214,0.017,0.17,0.113,FALSE
8.37,750,214,0.017,0.17,0.114,FALSE
8.37,751,214,0.017,0.17,0.113,FALSE
8.37,751,214,0.017,0.17,0.113,FALSE
8.37,751,214,0.017,0.17,0.114,FALSE
8.37,750,214,0.017,0.17,0.113,FALSE
8.37,751,214,0.017,0.17,0.113,FALSE
8.37,751,214,0.017,0.17,0.113,FALSE
8.37,750,214,0.016,0.17,0.113,FALSE
8.37,751,214,0.016,0.17,0.113,FALSE
8.38,750,214,0.017,0.17,0.113,FALSE
8.37,750,214,0.016,0.17,0.113,FALSE
8.37,750,214,0.016,0.17,0.113,FALSE
8.37,750,214,0.016,0.17,0.111,FALSE
8.38,751,214,0.017,0.17,0.113,FALSE
8.38,750,214,0.017,0.17,0.111,FALSE
8.38,749,214,0.016,0.17,0.111,FALSE
8.38,750,214,0.016,0.17,0.111,FALSE
8.38,749,214,0.016,0.17,0.113,FALSE
8.37,751,214,0.016,0.17,0.112,FALSE
8.38,750,214,0.016,0.17,0.111,FALSE
8.38,750,214,0.016,0.17,0.111,FALSE
8.38,750,214,0.016,0.17,0.111,FALSE
8.38,750,214,0.016,0.17,0.113,FALSE
8.38,751,214,0.016,0.17,0.111,FALSE
8.38,750,214,0.017,0.17,0.111,FALSE
8.38,751,214,0.017,0.17,0.111,FALSE
8.38,750,214,0.017,0.17,0.113,FALSE
8.38,750,214,0.017,0.17,0.111,FALSE
8.37,750,214,0.016,0.17,0.111,FALSE
8.38,750,214,0.016,0.17,0.113,FALSE
8.37,750,214,0.016,0.17,0.113,FALSE
8.37,751,214,0.016,0.17,0.113,FALSE
8.37,751,214,0.016,0.17,0.113,FALSE
8.37,750,214,0.016,0.17,0.111,FALSE
8.37,750,214,0.016,0.17,0.113,FALSE
8.37,751,214,0.017,0.17,0.113,FALSE
8.37,751,214,0.016,0.17,0.113,FALSE
8.36,751,214,0.016,0.17,0.111,FALSE
8.37,751,214,0.016,0.18,0.111,FALSE
8.36,751,214,0.016,0.17,0.114,FALSE
8.36,750,214,0.016,0.17,0.114,FALSE
8.36,751,214,0.016,0.17,0.114,FALSE
8.36,751,214,0.016,0.17,0.111,FALSE
8.36,751,214,0.016,0.17,0.112,FALSE
8.36,751,214,0.016,0.17,0.114,FALSE
8.36,751,214,0.016,0.17,0.113,FALSE
8.35,751,214,0.016,0.17,0.114,FALSE
8.36,751,214,0.016,0.17,0.113,FALSE
8.35,751,214,0.016,0.17,0.114,FALSE
8.36,751,214,0.028,0.17,0.113,FALSE
8.36,751,214,0.016,0.17,0.114,FALSE
8.35,751,214,0.017,0.17,0.114,FALSE
8.35,751,214,0.016,0.16,0.113,FALSE
8.35,751,214,0.016,0.17,0.113,FALSE
8.35,751,214,0.016,0.17,0.113,FALSE
8.35,751,214,0.016,0.17,0.114,FALSE
8.35,751,214,0.016,0.17,0.111,FALSE
8.35,751,214,0.016,0.17,0.113,FALSE
8.35,751,214,0.016,0.17,0.114,FALSE
8.35,751,214,0.016,0.17,0.113,FALSE
8.35,751,214,0.015,0.17,0.114,FALSE
8.35,751,214,0.015,0.17,0.113,FALSE
8.36,751,214,0.015,0.16,0.113,FALSE
8.36,751,214,0.016,0.16,0.114,FALSE
8.35,751,214,0.016,0.16,0.113,FALSE
8.35,751,214,0.015,0.16,0.111,FALSE
8.35,751,214,0.016,0.16,0.111,FALSE
8.35,751,214,0.016,0.16,0.113,FALSE
8.35,751,214,0.016,0.16,0.111,FALSE
8.35,751,214,0.016,0.17,0.111,FALSE
8.35,751,214,0.016,0.17,0.111,FALSE
8.35,751,214,0.016,0.17,0.111,FALSE
8.35,751,214,0.016,0.17,0.113,FALSE
8.35,751,214,0.016,0.17,0.113,FALSE
8.35,751,214,0.016,0.17,0.114,FALSE
8.36,751,214,0.016,0.17,0.111,FALSE
8.35,751,214,0.017,0.16,0.111,FALSE
8.35,751,214,0.016,0.16,0.113,FALSE
8.36,751,214,0.016,0.16,0.114,FALSE
8.36,751,214,0.016,0.16,0.114,FALSE
8.36,751,214,0.017,0.16,0.113,FALSE
8.36,751,214,0.018,0.16,0.113,FALSE
8.36,751,214,0.017,0.16,0.114,FALSE
8.36,751,214,0.017,0.16,0.113,FALSE
8.36,751,214,0.016,0.16,0.114,FALSE
8.36,751,214,0.016,0.16,0.114,FALSE
8.36,751,214,0.016,0.16,0.114,FALSE
8.36,751,214,0.016,0.16,0.113,FALSE
8.36,751,214,0.016,0.16,0.113,FALSE
8.36,751,214,0.016,0.16,0.113,FALSE
8.36,751,214,0.016,0.16,0.111,FALSE
8.36,751,214,0.016,0.16,0.111,FALSE
8.36,751,214,0.016,0.16,0.114,FALSE
8.37,751,214,0.016,0.16,0.111,FALSE
8.36,751,214,0.016,0.16,0.114,FALSE
8.37,751,218,0.016,0.16,0.113,FALSE
8.36,751,214,0.016,0.16,0.113,FALSE
8.36,751,214,0.016,0.15,0.113,FALSE
8.37,751,214,0.016,0.16,0.113,FALSE
8.37,751,214,0.016,0.16,0.114,FALSE
8.36,751,218,0.016,0.16,0.111,FALSE
8.36,751,214,0.016,0.16,0.111,FALSE
8.36,751,214,0.016,0.16,0.111,FALSE
8.36,751,214,0.016,0.16,0.113,FALSE
8.36,751,214,0.016,0.16,0.111,FALSE
8.37,751,218,0.016,0.16,0.113,FALSE
8.36,751,214,0.016,0.16,0.113,FALSE
8.37,751,214,0.016,0.16,0.114,FALSE
8.37,751,214,0.016,0.16,0.113,FALSE
8.37,751,214,0.016,0.16,0.114,FALSE
8.37,751,214,0.016,0.16,0.113,FALSE
8.37,751,214,0.017,0.16,0.114,FALSE
8.37,751,214,0.017,0.17,0.113,FALSE
8.37,751,214,0.017,0.17,0.113,FALSE
8.37,751,214,0.017,0.17,0.113,FALSE
8.37,751,214,0.017,0.17,0.113,FALSE
8.37,751,218,0.017,0.16,0.114,FALSE
8.37,751,218,0.016,0.17,0.114,FALSE
8.37,751,214,0.016,0.17,0.114,FALSE
8.37,751,214,0.016,0.16,0.114,FALSE
8.37,751,218,0.016,0.16,0.113,FALSE
8.37,751,218,0.016,0.16,0.114,FALSE
8.37,751,218,0.016,0.16,0.111,FALSE
8.38,751,214,0.016,0.16,0.113,FALSE
8.37,751,214,0.016,0.16,0.114,FALSE
8.37,751,218,0.016,0.16,0.113,FALSE
8.38,751,218,0.016,0.16,0.111,FALSE
8.38,751,218,0.017,0.16,0.111,FALSE
8.38,751,218,0.016,0.16,0.113,FALSE
8.38,751,218,0.016,0.16,0.113,FALSE
8.38,751,218,0.016,0.16,0.113,FALSE
8.38,751,214,0.018,0.16,0.111,FALSE
8.38,751,218,0.016,0.16,0.111,FALSE
8.38,751,214,0.016,0.16,0.111,FALSE
8.38,751,218,0.016,0.16,0.111,FALSE
8.38,751,218,0.016,0.16,0.111,FALSE
8.39,751,214,0.016,0.16,0.111,FALSE
8.38,751,214,0.016,0.16,0.111,FALSE
8.39,751,218,0.016,0.16,0.111,FALSE
8.39,751,214,0.017,0.16,0.111,FALSE
8.39,751,218,0.017,0.16,0.111,FALSE
8.39,751,218,0.016,0.16,0.111,FALSE
8.39,751,214,0.017,0.16,0.111,FALSE
8.39,751,218,0.016,0.16,0.111,FALSE
8.39,751,214,0.016,0.16,0.111,FALSE
8.4,751,218,0.016,0.16,0.111,FALSE
8.41,751,218,0.016,0.16,0.111,FALSE
8.41,751,214,0.016,0.17,0.109,FALSE
8.41,751,218,0.016,0.16,0.111,FALSE
8.41,751,218,0.016,0.17,0.111,FALSE
8.41,751,214,0.016,0.17,0.111,FALSE
8.41,751,214,0.017,0.17,0.108,FALSE
8.41,751,214,0.016,0.17,0.108,FALSE
8.43,750,214,0.016,0.17,0.106,FALSE
8.44,751,218,0.016,0.17,0.111,FALSE
8.43,751,214,0.017,0.17,0.109,FALSE
8.44,751,218,0.017,0.17,0.108,FALSE
8.44,751,218,0.017,0.17,0.109,FALSE
8.44,750,218,0.016,0.17,0.108,FALSE
8.44,749,218,0.017,0.17,0.109,FALSE
8.44,751,214,0.016,0.17,0.108,FALSE
8.44,750,214,0.017,0.17,0.106,FALSE
8.44,750,214,0.016,0.17,0.106,FALSE
8.44,750,218,0.016,0.18,0.108,FALSE
8.45,750,218,0.016,0.18,0.108,FALSE
8.45,749,214,0.017,0.17,0.106,FALSE
8.45,750,217,0.017,0.17,0.106,FALSE
8.45,749,218,0.018,0.18,0.108,FALSE
8.45,750,214,0.017,0.18,0.106,FALSE
8.45,749,218,0.016,0.17,0.106,FALSE
8.45,750,218,0.016,0.17,0.106,FALSE
8.45,750,214,0.016,0.17,0.106,FALSE
8.45,749,214,0.016,0.17,0.106,FALSE
8.45,750,214,0.016,0.17,0.108,FALSE
8.45,749,214,0.016,0.17,0.108,FALSE
8.45,749,214,0.016,0.17,0.111,FALSE
8.45,750,214,0.017,0.17,0.108,FALSE
8.44,750,214,0.016,0.17,0.108,FALSE
8.44,750,214,0.016,0.17,0.109,FALSE
8.44,750,214,0.016,0.17,0.109,FALSE
8.44,750,214,0.016,0.17,0.111,FALSE
8.44,751,214,0.017,0.17,0.109,FALSE
8.44,751,214,0.017,0.17,0.109,FALSE
8.44,751,214,0.017,0.17,0.111,FALSE
8.44,751,214,0.017,0.17,0.108,FALSE
8.43,751,214,0.018,0.17,0.109,FALSE
8.43,750,214,0.018,0.17,0.109,FALSE
8.42,751,214,0.016,0.17,0.109,FALSE
8.43,751,214,0.016,0.17,0.111,FALSE
8.42,751,214,0.016,0.17,0.108,FALSE
8.41,751,214,0.016,0.17,0.111,FALSE
8.41,751,214,0.017,0.17,0.111,FALSE
8.41,751,214,0.017,0.17,0.109,FALSE
8.41,751,214,0.016,0.17,0.111,FALSE
8.41,751,214,0.017,0.17,0.111,FALSE
8.41,751,214,0.016,0.16,0.111,FALSE
8.41,751,214,0.016,0.16,0.111,FALSE
8.41,751,214,0.103,0.16,0.109,FALSE
8.41,751,214,0.077,0.16,0.111,FALSE
8.41,751,214,0.017,0.16,0.111,FALSE
8.4,750,214,0.016,0.16,0.111,FALSE
8.4,751,214,0.016,0.16,0.111,FALSE
8.39,751,214,0.017,0.16,0.111,FALSE
8.39,751,214,0.017,0.16,0.111,FALSE
8.39,751,214,0.017,0.16,0.111,FALSE
8.38,751,214,0.017,0.16,0.111,FALSE
8.38,751,214,0.017,0.16,0.113,FALSE
8.38,751,214,0.017,0.16,0.111,FALSE
8.37,752,214,0.016,0.16,0.111,FALSE
8.37,751,214,0.017,0.16,0.114,FALSE
8.37,751,214,0.016,0.16,0.114,FALSE
8.36,751,214,0.016,0.16,0.114,FALSE
8.36,752,214,0.017,0.16,0.114,FALSE
8.35,751,214,0.016,0.16,0.114,FALSE
8.35,752,214,0.016,0.16,0.114,FALSE
8.36,751,214,0.016,0.16,0.113,FALSE
8.35,752,214,0.016,0.16,0.114,FALSE
8.35,752,214,0.016,0.17,0.114,FALSE
8.34,752,214,0.017,0.17,0.114,FALSE
8.34,753,214,0.016,0.17,0.114,FALSE
8.34,752,214,0.017,0.17,0.114,FALSE
8.33,753,214,0.016,0.17,0.117,FALSE
8.33,752,214,0.016,0.17,0.113,FALSE
8.33,753,214,0.016,0.17,0.114,FALSE
8.32,752,214,0.016,0.17,0.116,FALSE
8.32,753,214,0.016,0.17,0.114,FALSE
8.31,753,214,0.016,0.17,0.116,FALSE
8.31,753,214,0.016,0.17,0.117,FALSE
8.3,754,214,0.016,0.17,0.117,FALSE
8.28,754,214,0.016,0.17,0.116,FALSE
8.28,754,214,0.016,0.17,0.117,FALSE
8.27,754,214,0.016,0.17,0.118,FALSE
8.26,754,214,0.016,0.17,0.116,FALSE
8.26,754,214,0.016,0.17,0.117,FALSE
8.24,755,214,0.016,0.17,0.118,FALSE
8.24,754,214,0.016,0.17,0.118,FALSE
8.24,754,214,0.016,0.17,0.118,FALSE
8.23,755,214,0.016,0.16,0.118,FALSE
8.21,755,214,0.016,0.16,0.118,FALSE
8.2,755,214,0.016,0.16,0.118,FALSE
8.19,756,211,0.016,0.16,0.12,FALSE
8.18,756,211,0.016,0.16,0.12,FALSE
8.17,755,214,0.016,0.16,0.12,FALSE
8.17,756,211,0.016,0.16,0.12,FALSE
8.16,756,211,0.016,0.16,0.118,FALSE
8.16,756,211,0.016,0.16,0.121,FALSE
8.16,756,214,0.016,0.16,0.118,FALSE
